alternate_sales_number,facilities,geocoded_latitude,geocoded_longitude,internet_bell,internet_bell_fibre,internet_bell_vdsl,internet_cogeco,internet_execulink_bellcolo,internet_execulink_cable,internet_execulink_copper,internet_execulink_dialup,internet_execulink_fibre,internet_execulink_wireless,internet_rogers,mobility_execulink,murb_n,murb_y,original_address,phone_execulink_bellcolo,phone_execulink_cable,phone_execulink_copper,phone_execulink_digital,phone_execulink_fibre,row_index,security_execulink,tpia,tv_available,tv_execulink_cable,tv_execulink_copper,tv_execulink_fibre,tv_execulink_hls
1-866-706-1991,0,43.5392272,-79.7022334,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3064 FOLKWAY DR, MISSISSAUGA, ON",0,0,0,1,0,4,0,1,1,0,0,0,1
1-866-706-1991,0,43.5315496,-79.71195980000002,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"4134 COLONIAL DR, MISSISSAUGA, ON",0,0,0,1,0,2,0,1,1,0,0,0,1
1-866-706-1991,0,43.5812176,-79.7645859,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"6713 HARLOW RD, MISSISSAUGA, ON",0,0,0,1,0,8,0,1,1,0,0,0,1
1-866-706-1991,0,43.5098724,-79.6600357,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2641 BIRCH CRES, MISSISSAUGA, ON",0,0,0,1,0,5,0,1,1,0,0,0,1
1-866-706-1991,0,43.5944248,-79.7577963,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"6839 MONTEVIDEO RD, MISSISSAUGA, ON",0,0,0,1,0,3,0,1,1,0,0,0,1
1-866-706-1991,0,43.5464318,-79.725447,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3318 WEATHERFORD RD, MISSISSAUGA, ON",0,0,0,1,0,7,0,1,1,0,0,0,1
1-866-706-1991,0,43.55320620000001,-79.7440077,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"5672 PEGASUS ST, MISSISSAUGA, ON",0,0,0,1,0,6,0,1,1,0,0,0,1
1-866-706-1991,0,43.585223,-79.7880405,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"7305 TERRAGAR BLVD, MISSISSAUGA, ON",0,0,0,1,0,1,0,1,1,0,0,0,1
1-866-706-1991,0,43.5035906,-79.6545939,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"2835 BUSHLAND CRES, MISSISSAUGA, ON",0,0,0,1,0,9,0,1,1,0,0,0,1
1-866-706-1991,0,43.5739593,-79.7208605,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"32 DE JONG DR, MISSISSAUGA, ON",0,0,0,1,0,10,0,1,1,0,0,0,1
1-866-706-1991,0,43.5627812,-79.73474809999999,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2767 GALLEON CRES, MISSISSAUGA, ON",0,0,0,1,0,11,0,1,1,0,0,0,1
1-866-706-1991,0,43.5768808,-79.7476882,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3122 WINDWOOD DR, MISSISSAUGA, ON",0,0,0,1,0,12,0,1,1,0,0,0,1
1-866-706-1991,0,43.5782547,-79.7908428,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"3757 ALTHORPE CIR, MISSISSAUGA, ON",0,0,0,1,0,14,0,1,1,0,0,0,1
1-866-706-1991,0,43.5522743,-79.6833832,0,1,0,0,0,0,0,0,0,0,1,0,1,0,"4040 SAWMILL VALLEY DR, MISSISSAUGA, ON",0,0,0,1,0,13,0,1,1,0,0,0,1
1-866-706-1991,0,43.5193036,-79.6754837,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"2684 HOMELANDS DR, MISSISSAUGA, ON",0,0,0,1,0,16,0,1,1,0,0,0,1
